HUL Code,HUL Outlet Name,Shikhar Onboarding,DETS ME Name,DETS Beat,FnR ME Name,FnR Beat,ECO,Shikhar
WB70000102100,SUMATI KUMAR SUNIL KUMAR-D-D,YES,Sanjay Das,D-GANESH MKT,0,,829.88,65455.2
HUL-217701D-P13175,SUMITRA STORES-D,YES,Sanjay Das,D-CANNING STREET,0,,112954.8,4320
HUL-217701D-P14107,SUMONA STORES-D,YES,Anjan Sarkar,D-M M TALA_COMM,0,,294.85,0
HUL-217701D-P14085,SUNANDA COSMETICS-D,YES,Sanjay Das,D-CANNING STREET,0,,73032.65,4650.92
HUL-217701D-P15333,Sunanda Stores-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Debojyoti Ghosh,F-D C M STREET,1659.49,1156.05
HUL-217701D-P15976,SUNDARAM-D,YES,S K Islam,D-HASTINGS,0,,241.99,0
HUL-217085D-PAR646,Sundaram-D-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,0,0
HUL-217701D-P6626,Sundar-D,YES,0,,0,,553.64,7205.93
HUL-217701D-P15413,Sunil Mehta-D,YES,Sourav Das,D-MECHUA 1,0,,1191.36,0
HUL-217085D-PAR647,Sunil Singh-D-D,NO,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,2452.59,0
HUL-217701D-P15558,Sunil Stores-D,NO,0,,0,,0,0
HUL-217432D-S051,SUNIL STORES-D-D,YES,Deepak Kumar Patel,D-BABU BAZAR 2,0,,6280.14,4007.39
HUL-217701D-P14349,SUNIL STOTES-D,YES,Sourav Das,D-MECHUA 1,0,,725.67,-75.26
HUL-217432D-S111,SURAJ KUMAR JAISWAL-D-D,NO,Deepak Kumar Patel,D-GUR PATTY,0,,1388.01,0
HUL-217701D-P16288,Suraj Store-D,NO,0,,0,,1894.91,0
HUL-217701D-P15464,Suraj Stores-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,3689.03,0
HUL-217701D-P17038,Surajit Paul-D,YES,0,,Koina Prasad,F-B.K.PAUL,1090.22,3077
HUL-217701D-P4498,SURAVI STORES-D,NO,Anjan Sarkar,D-RAM MANDIR,0,,0,0
HUL-217701D-P11092,SURESH SHAW-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,3036.51,0
HUL-217085D-P1240,SURESH SHAW-D-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,2375.47,0
HUL-217701D-P15072,Suresh St-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,232.65,0
HUL-217701D-P22269,Suresh Stores-D,YES,Anjan Sarkar,D-BORTALA STREET 1,0,,0,0
HUL-217085D-PAR649,SURESH STORES-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,4439.22,0
HUL-217701D-P22064,Surya Tea Company-D,NO,S K Islam,D-HASTINGS,0,,415.25,0
HUL-217701D-P12100,SURYA TEA STORES-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,9068.38,0
HUL-217085D-PAR650,Susanta Khan-D-D,NO,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,2318.56,0
HUL-217701D-P8466,Swapan Store-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,0,,1122.99,1937.8
HUL-217701P22394,SWAPAN TEA HOUSE,YES,0,,Md. Asraf Ashraf,F-RAJAKATRA 3,228892.98,0
HUL-217085D-PAR651,Sweet Plaza-D-D,YES,Subir Mondal,D-JORABAGAN ST,Soumik Ghosh,F- NIMTALA GHAT STREET,14980.67,3925.23
HUL-217701D-P14433,SWIFT BRITE INDUSTRIES INC-D,YES,Sanjay Das,D-CANNING STREET 1,0,,138822.37,78890.76
HUL-217085D-PAR533,T N TIWARY-D-D,YES,Anjan Sarkar,D-BORTALA STREET 1,0,,3857.8,2532.29
WB70000102092,T.C. BISWAS-D-D,YES,Sanjay Das,D-BAGREE,0,,13606.85,0
HUL-217701P22422,T.M.Enterprise,NO,Sanjay Das,D-CANNING STREET 1,0,,1263.38,0
HUL-217701D-P22298,TANIYA COSMETICS STORE-D,NO,0,,0,,1141.52,0
HUL-217085D-PAR654,Tapan Stores-D-D,NO,Sourav Das,D-D.C.M STREET,Debojyoti Ghosh,F-D C M STREET,0,0
HUL-217701D-P13604,TAPAS CHAKRABORTY-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,2835.77,0
HUL-217701D-P7078,TAPAS STORES-D,YES,0,,Md. Asraf Ashraf,F-BAGREE MARKET,12815.51,0
HUL-217085D-PAR356,TAPATI STORES-D-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,3082.6,0
HUL-217701D-P21581,Tara Devi Store-D,YES,0,,Soumik Ghosh,F-NATUNBAZAR 2,4511.68,0
HUL-217085D-PAR656,Tara Fancy Stores-D-D,NO,Sourav Das,D-MECHUA 1,Rajesh Karmakar,F-MECHUA 2,1988.86,0
HUL-217701D-P15348,Tara Maa Bhander-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Debojyoti Ghosh,F-D C M STREET,882.79,0
HUL-217701D-P13135,TARA PADA DUTTA-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,0,,1640.91,0
HUL-217085D-PAR119,TARA STORES(MM)-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,7851.14,1232.96
WB70000702091,TARA STORES-D-D,YES,Deepak Kumar Patel,D-GUR PATTY,Md. Asraf Ashraf,F-GUR PATTY,71551.46,205887.21
HUL-217701D-P12495,TARAK NATH BHUNIA-D,YES,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,Debojyoti Ghosh,F-KHOTTA BAZAR,7355.45,0
HUL-217701D-P21567,Tarak Nath Stores-D,NO,0,,0,,1098.7,0
HUL-217701D-P8461,Tarak Sarkar -D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,4295.27,1080.62
HUL-217085D-PAR660,Tarakeswar Stores-D-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,2626.11,0
HUL-217701D-P10957,TARAKNATH VARIETY STORES-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,2100.87,1257.8
HUL-217701D-P21882,Tarama Bhander-D,NO,0,,Md. Asraf Ashraf,F-GUR PATTY,2700.25,0
HUL-217085D-PAR663,Tarun Kundu-D-D,YES,Subir Mondal,D-NATUN BAZAR-1,Md. Asraf Ashraf,F-NATUNBAZAR 1,13493.5,20334.02
HUL-217701D-P15521,Tarun.Kundu.And.Brothers-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,9711.76,3820.26
HUL-217701D-P21959,Tea Shop-D,NO,0,,Md. Asraf Ashraf,F-RAJA KATRA,905.29,0
HUL-217701F-P4327,TEA TOP-F,YES,Sourav Das,D-D.C.M STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,3945.57,0
WB70000702009,THE BEAUTY CORNER-D-D,YES,Sanjay Das,D-Canning 3,0,,3572.06,0
HUL-217701D-P17362,The Best Bargain Stores-D,YES,Sourav Das,D-D.C.M STREET,0,,0,0
HUL-217701D-P22317,The Grocery Store-D,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,0,0
HUL-217701P22439,The Modern Enterprise,NO,S K Islam,D-BOW STREET(2)_COMM,0,,0,12224.73
HUL-217701D-P13534,TIEWARI STORES-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,2333.18,0
HUL-217701D-P11182,TIRUPATI COSMETICS-D,YES,0,,0,,10291.31,5244.03
HUL-217701D-P22218,Tirupati Trading Company-D,NO,0,,0,,0,0
HUL-217701D-P6812,TRINAYANI BHANDER-D-D,NO,Sourav Das,D-NIMTALA STREET 2,0,,1882.82,0
HUL-217701D-P7088,TRIPUTI BHANDER-D-U2NC,YES,Sandip Saha,D-D C MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,7664.4,0
HUL-217701D-P16898,U Mesh Stores-D,YES,Sourav Das,D-NIMTALA STREET 2,Rajesh Karmakar,F-NIMTALA 2,3024.76,0
HUL-217701D-P21945,U N DAS-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Koina Prasad,F-M.G.ROAD,1637.61,0
HUL-217085D-P1060,U.N BERA-D-D,YES,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,6811.4,0
HUL-217701D-P9996,UDAY SANKAR SHAW-D,YES,Sunil Mullick,D- D.C. M. STREET 2,0,,9585.04,0
HUL-217085D-PAR665,Umesh Kr Gupta-D-D,YES,S K Islam,D-M G ROAD,Koina Prasad,F-M.G.ROAD,6453.51,1750.23
HUL-217085D-P812,UMESH PRASAD GUPTA-D-D,YES,Sourav Das,D-ZAKARIA STREET,0,,1270.8,0
HUL-217701D-P22001,Umesh Prasad Shaw-D,YES,0,,0,,0,0
HUL-217701D-P16985,UMESH PRASAD-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,581.52,4365.34
HUL-217432D-U001,UPANANDA KUNDU-D-D,YES,Deepak Kumar Patel,D-RAJAKATRA - 3_COMM,0,,1641.28,8135.66
HUL-217701D-P14912,Upender Kumar Shaw-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Rajesh Karmakar,F-KALAKAR STREET 2,5278.43,0
HUL-217085P-P3546,URMI STORES-P-D,YES,0,,0,,1722.34,0
HUL-217701D-P17228,Urmila Stores-D,NO,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,1265.96,0
HUL-217085D-PAR667,USHA STORES-D-D,NO,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,2148.77,0
HUL-217701D-P17387,UTTAR BHARAT-D,YES,Deepak Kumar Patel,D-DALPATTY,0,,2518.11,3648.4
HUL-217701D-P4417,V I P STORE--IC-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,7061.33,0
HUL-217701P22431,V S JEWELLERY,NO,0,,0,,0,0
WB70000120725,V.K.R.K-D_U2NC,YES,Sanjay Das,D-Canning 3,0,,14161.67,0
HUL-217701P22436,VARIETY STORES,NO,Sunil Mullick,D-R.D.STREET_COMM,0,,770.92,0
WB70000702073,Variety Stores-D,YES,Sanjay Das,D-RAJAKATRA 5,Md. Asraf Ashraf,F-RAJAKATRA 3,0,1961514.2
HUL-217701D-P14280,VENUS COSMETICS-D,YES,Anjan Sarkar,D-M M TOLA 2,0,,0,0
HUL-217701D-P17402,VENUS ENTERPRISR-D,NO,Sanjay Das,D-GANESH MKT,0,,22092.69,32836.37
HUL-217701D-P4494,VICTORIA TEA COMPANY-D,YES,0,,Soumik Ghosh,F-INDIA EXCH. PLACE,35297.8,7627.32
HUL-217701D-P22278,VIDHI COSMETIC-D,NO,0,,0,,10484.62,0
HUL-217085D-PAR670,Vijay Stores-D-D,NO,Sunil Mullick,D-KALAKAR STREET 2,0,,994.39,0
HUL-217701D-P7696,VIKRAM PHARMA U2NC,NO,0,,0,,0,0
HUL-217085D-P1009,VIMSEN DAS-D-D,NO,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,8222.19,0
HUL-217432D-V004,VINAY COSMETICS-D-D,YES,0,,0,,464.82,0
HUL-217085D-PAR675,Vinod Gupta.-D-D,YES,0,,0,,2299.3,0
HUL-217085D-PAR674,Vishal Stores-D-D,YES,Subir Mondal,D-JORABAGAN ST,Debojyoti Ghosh,F-KHOTTA BAZAR,7350.71,3614.28
HUL-217701D-P15353,Wide Range-D,YES,0,,0,,0,0
HUL-217701D-P17223,wow shoppe-D,NO,0,,Soumik Ghosh,F-BAG BAZAR,1909.74,0
HUL-217701D-P11565,YADAV STORES-D,YES,0,,0,,1681.41,0
HUL-217701D-P12535,ZEENET-D,YES,0,,0,,0,0
HUL-217085D-PAR677,Zeenit Electric Stores-D-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,3667.69,1590.49
